Target PPM,RelativeHumidity
1000.0,26.63513274336283
1000.0,26.63513274336283
1000.0,26.63513274336283
1000.0,26.63513274336283
1000.0,27.872699115044245
1000.0,27.872699115044245
1000.0,27.872699115044245
1000.0,27.872699115044245
1000.0,27.872699115044245
1000.0,27.872699115044245
1000.0,27.872699115044245
1000.0,27.872699115044245
1000.0,27.872699115044245
1000.0,27.872699115044245
1000.0,27.872699115044245
1000.0,27.872699115044245
1000.0,27.872699115044245
1000.0,27.872699115044245
1000.0,27.872699115044245
1000.0,27.872699115044245
1000.0,30.305
1000.0,30.305
1000.0,30.305
1000.0,30.305
800.0,31.936150442477874
1000.0,32.03544247787611
1000.0,32.03544247787611
1000.0,32.03544247787611
1000.0,32.03544247787611
800.0,43.63725663716814
1000.0,44.63911504424778
1000.0,44.63911504424778
1000.0,44.63911504424778
1000.0,44.63911504424778
1000.0,44.63911504424778
1000.0,44.63911504424778
1000.0,44.63911504424778
1000.0,44.63911504424778
1000.0,44.63911504424778
1000.0,44.63911504424778
1000.0,45.69451327433629
1000.0,45.69451327433629
1000.0,45.69451327433629
1000.0,45.69451327433629
1000.0,45.69451327433629
1000.0,45.69451327433629
1000.0,45.69451327433629
1000.0,45.69451327433629
1000.0,45.69451327433629
1000.0,45.69451327433629
1000.0,45.69451327433629
1000.0,45.69451327433629
1000.0,45.69451327433629
1000.0,45.69451327433629
800.0,45.880796460176995
800.0,45.880796460176995
800.0,45.880796460176995
1000.0,47.28517699115043
1000.0,47.28517699115043
1000.0,47.28517699115043
1000.0,47.28517699115043
1000.0,47.28517699115043
1000.0,47.28517699115043
1000.0,47.28517699115043
1000.0,47.28517699115043
1000.0,47.28517699115043
1000.0,47.28517699115043
1000.0,47.28517699115043
1000.0,47.28517699115043
800.0,56.90238938053097
800.0,56.90238938053097
800.0,56.90238938053097
800.0,58.04429203539822
1000.0,58.43646017699115
1000.0,58.43646017699115
1000.0,58.43646017699115
1000.0,58.43646017699115
1000.0,58.43646017699115
1000.0,58.43646017699115
1000.0,58.43646017699115
1000.0,58.43646017699115
1000.0,58.43646017699115
1000.0,58.43646017699115
1000.0,58.687389380530966
1000.0,58.687389380530966
1000.0,58.687389380530966
1000.0,58.687389380530966
1000.0,58.687389380530966
1000.0,58.687389380530966
1000.0,58.687389380530966
1000.0,58.687389380530966
1000.0,58.687389380530966
1000.0,58.687389380530966
1000.0,58.687389380530966
1000.0,58.687389380530966
1000.0,58.687389380530966
1000.0,58.687389380530966
1000.0,58.687389380530966
800.0,60.244778761061944
800.0,60.244778761061944
800.0,60.244778761061944
800.0,60.244778761061944
800.0,60.244778761061944
800.0,60.244778761061944
1000.0,60.307477876106205
1000.0,60.307477876106205
1000.0,60.307477876106205
1000.0,60.307477876106205
1000.0,60.307477876106205
1000.0,60.307477876106205
1000.0,60.307477876106205
1000.0,60.307477876106205
1000.0,60.307477876106205
1000.0,60.307477876106205
1000.0,60.307477876106205
1000.0,60.307477876106205
1000.0,60.307477876106205
1000.0,60.307477876106205
